48	141	141	141	194	141	141	141	91	91	141	91	91	91	31	31	31	94	94	94	91	91	91	141	141	91	48	124	124	31	31	31	31	31	31	31	31	31	94	94	141	91	91	91	91	91	91	124	124	31	31	31	31	31	31	31	31	31	31	31	91	91	31	91	91	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	91	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	94	31	31	31	31	31	31	31	31	31	31	31	57	31	57	31	31	31	31	31	31	31	31	31	94	94	31	31	31	31	31	31	57	57	31	31	31	31	31	31	31	31	31	31	57	94	31	57	31	31	31	57	31	91	91	91	31	31	31	31	31	31	31	31	57	57	31	31	31	31	91	91	57	91	91	57	31	31	31	31	31	31	31	31	57	94	94	31	31	57	91	104	104	104	91	91	31	31	31	31	31	31	31	31	104	104	31	31	31	57	57	104	104	104	57	31	31	31	31	31	31	31	31	31	104	104	94	31	31	31	31	57	104	104	57	31	91	31	31	31	31	31	31	31	57	94	31	31	31	91	91	31	91	91	31	91	124	31	31	31	31	31	57	57	94	31	31	31	31	48	91	91	91	91	91	91	91	31	31	31	31	31	124	57	94	31	31	31	91	48	48	91	91	91	91	91	31	31	31	31	31	31	31	94	31	31	31	31	91	91	91	91	91	91	31	31	91	31	31	31	31	31	31	31	31	31	31	31	31	91	19	91	91	91	91	91	31	31	31	31	31	31	94	57	31	31	31	31	31	91	91	124	31	31	31	124	31	31	31	31	31	94	57	57	31	31	31	31	31	31	31	124	124	31	31	31	94	94	31	31	31	31	57	104	31	31	31	31	31	31	94	94	94	94	31	31	94	94	104	57	31	31	31	57
91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	133	133	133	133	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	133	133	133	133	133	91	91	91	91	91	91	91	91	91	91	91	91	91	133	133	133	133	91	133	133	133	91	91	91	91	91	91	91	91	91	91	91	133	133	133	133	141	91	91	133	133	133	91	91	91	91	91	91	91	91	91	133	133	133	133	91	91	91	91	133	133	133	91	91	91	91	91	91	91	91	91	133	133	133	91	91	91	91	91	91	133	133	133	91	91	91	91	91	91	91	133	133	133	133	91	91	91	91	91	91	91	133	133	91	91	91	91	91	91	91	133	133	133	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	133	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	104	104	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	104	57	91	104	104	104	104	57	57	57	91	91	91	91	31	91	91	91	31	57	57	57	31	104	104	57	57	57	57	31	31	31	31	31	31	31	31	31	31	31	31	124	124	57	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	124	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	91	91	57	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	91	124	57	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	124	57	31	31	31	31	31	31	31	31	31	31	91	31	31	91	31	31	31	31	124	57	31	31	31	31	31	31	31	31	31	91	91	124	91	124	31	91	31	91	124	57
110	110	110	180	110	180	180	180	180	110	180	180	110	170	63	180	104	94	94	94	110	110	110	110	110	180	63	63	63	180	180	180	110	170	63	63	193	94	94	193	110	110	110	110	110	110	110	170	63	63	63	180	110	63	63	104	131	193	31	193	110	110	110	110	110	110	110	180	63	63	63	180	94	63	104	131	131	193	102	102	110	110	110	94	110	110	110	110	180	63	63	180	170	63	94	102	102	193	102	102	94	94	94	110	110	110	94	110	110	110	180	63	63	63	31	102	102	102	102	102	102	193	94	94	94	94	94	110	110	110	180	63	63	170	102	102	102	102	102	102	94	102	94	193	102	94	94	94	94	110	104	63	63	170	36	36	102	102	102	36	102	94	102	131	131	94	94	94	94	94	193	63	63	170	36	36	36	36	36	77	102	102	102	102	102	102	102	193	36	36	36	63	63	170	36	36	77	77	77	77	90	90	156	90	90	90	90	90	36	36	36	63	63	170	77	77	77	77	77	77	90	90	90	90	90	90	36	77	77	36	36	63	63	170	77	176	176	176	77	176	90	90	90	77	77	77	77	77	36	36	36	63	63	170	176	31	31	176	176	176	77	77	77	77	77	77	77	77	77	77	57	63	63	170	31	31	31	31	104	170	77	77	77	77	77	77	176	176	176	176	104	63	63	63	104	104	104	170	63	63	77	77	77	77	176	176	176	176	176	176	170	63	63	63	63	63	63	63	63	63	31	31	176	176	176	176	176	176	31	170	63	63	170	170	63	63	63	170	63	63	31	31	31	31	104	31	57	104	63	63	170	63	63	63	63	63	63	63	170	63	170	170	170	63	170	170	63	170	180	63	63	63	63	63	170	170	170	63	180	63	63	63	170	170	170	104	180	170	180	63	63	63	63	180	63	63	63	63	63	63
91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	133	133	91	91	91	141	141	91	91	91	91	91	91	91	91	133	133	133	133	133	133	133	91	91	91	141	141	91	91	91	91	91	91	91	133	133	133	133	133	133	133	91	91	91	91	91	91	91	91	91	91	91	91	91	91	133	133	91	133	91	91	91	91	91	91	91	141	91	48	91	91	91	91	91	91	91	91	91	91	91	91	91	48	141	141	141	91	48	48	48	91	91	91	91	91	91	91	91	91	91	91	91	48	141	141	91	91	48	48	48	91	91	91	91	91	91	91	91	91	91	91	91	91	141	91	91	91	48	48	48	48	91	91	91	91	91	91	91	91	91	91	141	141	141	91	91	48	48	48	91	48	91	91	91	91	91	74	91	91	91	91	141	141	141	141	91	48	48	91	91	48	48	91	91	91	91	91	91	91	91	91	91	141	91	91	48	48	141	91	91	91	141	91	91	91	91	91	91	91	91	91	91	91	91	48	48	91	91	141	91	91	91	91	91	91	91	91	91	91	91	91	141	141	91	91	48	91	141	141	91	91	91	91	91	91	91	91	48	91	91	91	141	141	141	141	141	48	91	91	141	141	91	91	91	91	91	91	48	91	91	91	141	141	141	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	141	57	57	91	91	91	91	91	91	57	91	91	91	91	91	149	91	91	15	91	141
57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	57	57	57	91	91	91	91	91	91	91	91	91	141	91	91	91	91	91	91	57	57	57	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	57	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	57	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	141	141	91	91	91	91	91	91	91	91	91	91	91	91	91	141	91	91	91	91	141	141	141	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	141	141	141	91	91	91	91	91	91	91
68	68	68	68	68	68	68	68	68	68	112	68	55	112	85	85	153	153	153	2	68	68	68	68	68	150	44	44	73	22	176	176	112	112	167	53	53	53	53	53	112	68	68	44	85	185	58	58	44	112	22	112	68	112	167	112	53	53	53	53	68	68	58	138	185	58	58	58	58	22	22	112	112	83	97	176	53	53	53	53	112	192	58	138	138	138	58	58	58	44	82	116	116	97	97	97	53	53	85	169	68	58	58	83	138	138	138	58	58	44	23	116	77	97	97	97	53	167	167	167	68	58	83	83	138	138	77	83	58	44	24	52	52	52	77	192	22	167	112	167	68	58	83	83	83	138	192	58	58	44	24	52	52	52	52	178	169	97	97	97	68	138	138	83	83	83	58	58	44	44	145	83	83	178	52	24	176	97	97	97	68	138	138	58	58	58	58	44	44	44	83	97	97	83	178	178	77	97	97	97	112	185	185	58	58	58	44	44	192	129	83	97	97	83	178	135	186	186	97	83	169	153	153	138	44	44	44	44	186	186	83	83	97	83	129	135	129	178	183	77	167	169	153	185	183	183	178	186	83	138	186	83	186	186	129	145	82	24	52	178	167	90	153	153	82	82	82	186	186	138	186	192	186	178	129	52	178	178	24	52	153	153	153	153	138	169	169	186	138	138	186	178	178	129	169	169	178	178	129	52	153	153	153	153	153	169	169	186	186	138	178	178	178	52	178	169	178	178	24	52	153	153	153	153	135	145	169	52	186	183	82	129	24	24	24	129	24	178	24	169	153	135	153	116	129	129	129	129	129	129	116	129	169	116	129	129	24	24	116	116	169	135	153	153	153	169	169	169	52	52	52	169	52	129	52	169	24	24	24	116	169	23	129	135	135	129	129	23	169	129	52	169	169	52	52	52	24	24	24	116
91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	141	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	57	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
10	72	65	65	65	164	164	164	164	164	164	164	164	164	164	164	164	164	91	101	10	72	65	65	164	164	164	164	164	164	164	164	164	164	164	164	164	164	101	101	65	65	65	65	164	164	164	164	164	164	164	164	164	164	164	164	164	101	101	101	65	65	65	164	164	164	164	164	164	164	164	164	164	164	164	164	15	101	101	101	65	65	65	65	164	164	164	164	164	164	164	164	164	164	164	91	101	15	15	101	91	101	65	164	164	164	15	15	164	164	164	164	164	164	164	91	101	15	15	101	101	101	91	164	164	164	149	91	164	164	164	164	164	164	164	74	149	15	101	101	101	101	15	15	15	15	149	15	164	164	164	164	164	149	15	149	15	100	101	101	101	101	101	15	15	101	15	15	15	149	164	149	149	101	101	101	101	101	101	101	101	101	101	100	101	15	15	15	15	15	15	149	15	15	149	15	101	101	101	101	101	101	101	101	101	15	15	15	15	15	15	15	15	101	149	15	15	101	101	104	101	101	101	101	101	101	15	15	15	15	15	15	15	101	15	15	101	101	101	170	15	101	101	101	101	15	15	15	149	15	149	72	72	72	149	101	101	101	101	101	15	101	101	15	15	15	15	15	149	72	72	72	72	72	72	101	101	101	15	15	72	72	164	72	72	72	72	15	149	72	91	164	164	72	72	101	101	101	15	15	65	65	72	72	72	164	164	91	149	72	149	164	164	164	72	72	101	15	15	15	65	65	65	164	164	164	164	164	91	164	164	164	164	164	72	72	15	15	15	15	65	65	65	164	164	164	164	164	164	164	164	164	164	72	72	72	15	15	15	29	65	72	72	72	164	72	72	91	164	91	164	72	123	123	123	123	123	72	72	29	72	65	65	65	91	72	72	91	149	164	164	72	123	123	123	123	72	72	72	29
48	48	173	173	173	104	173	173	48	117	48	173	173	173	173	173	173	173	104	104	48	48	48	173	48	104	170	173	173	48	48	173	48	48	173	173	173	57	173	104	48	48	173	173	48	173	104	173	173	173	173	173	48	48	173	173	173	57	173	57	48	48	173	173	48	173	173	173	173	173	48	48	48	173	173	173	48	57	48	141	173	48	173	173	48	170	173	173	173	173	48	173	173	48	173	173	173	141	48	141	173	173	141	48	48	57	104	173	173	173	48	173	173	173	173	173	173	173	48	57	173	173	48	173	48	57	104	173	173	173	173	173	48	173	173	173	173	173	173	104	173	173	173	173	48	48	173	173	173	173	173	173	87	87	48	173	173	48	173	48	173	173	173	104	173	104	104	173	173	173	48	48	49	87	48	173	173	117	141	48	173	173	173	104	173	104	104	173	173	173	48	48	48	87	173	173	173	104	48	48	173	173	173	104	104	104	104	173	173	173	48	48	48	48	48	48	173	104	173	173	173	173	173	173	104	104	104	173	173	173	173	48	48	48	173	173	104	170	173	173	173	173	104	104	104	104	104	173	173	173	173	141	117	194	173	173	173	170	104	173	48	173	173	173	104	104	170	173	173	173	117	117	141	27	48	173	173	170	173	173	48	173	173	173	173	104	170	48	48	117	117	117	48	48	27	48	48	170	173	173	48	173	173	173	173	173	104	87	48	117	117	117	48	48	48	48	48	104	173	173	141	117	48	48	48	27	27	48	117	27	27	49	87	87	87	49	49	48	48	48	114	114	194	117	117	117	117	194	194	117	117	117	27	117	48	117	194	117	117	117	194	114	114	114	141	194	114	114	114	194	114	194	117	194	194	194	194	114	114	117	117	194	114	114	114	114	194	194	141	117	194	117	117	117	117	194	114	114	114	114
101	149	125	16	16	171	16	171	171	171	171	171	91	91	164	164	125	125	113	113	101	149	149	125	16	16	16	16	16	16	16	16	16	16	171	27	27	27	101	125	101	149	74	125	171	16	16	16	16	16	16	16	16	16	27	27	48	48	100	125	101	101	101	74	171	16	16	16	16	16	16	16	16	16	48	27	48	48	100	125	101	173	101	101	101	48	171	16	16	16	16	16	16	171	27	48	48	48	101	101	101	173	173	101	101	40	101	171	16	16	16	16	16	171	48	101	101	87	87	87	173	101	173	173	173	173	173	101	16	16	171	171	171	171	87	87	87	87	87	40	173	173	173	173	173	173	173	173	171	117	101	101	101	87	87	87	87	87	87	87	101	173	173	101	173	101	101	173	101	117	49	87	101	87	40	40	173	40	173	173	29	29	149	149	149	101	101	101	101	48	48	87	173	173	173	173	101	101	101	101	101	101	101	101	101	101	149	29	101	101	101	74	101	101	48	48	48	48	48	87	101	91	29	29	29	29	29	29	29	29	149	149	149	149	149	104	104	149	149	48	91	91	1	1	29	29	29	29	29	149	149	149	149	149	149	149	149	29	29	29	1	1	29	29	29	29	29	29	29	149	149	149	149	149	149	149	149	149	74	74	1	29	29	29	29	29	29	29	29	149	125	72	72	72	149	149	149	149	149	149	1	29	29	29	29	29	29	29	149	125	125	125	125	125	149	149	149	149	149	149	29	29	29	29	29	29	29	29	29	149	149	149	149	149	149	149	29	29	29	29	29	29	29	29	29	29	74	74	74	33	33	33	33	33	33	33	117	117	117	117	29	29	29	29	29	29	149	149	125	125	125	125	125	125	125	125	125	149	149	149	29	29	29	29	29	149	125	149	125	125	125	125	125	149	149	149	149	149	149	125
